pre,post,synapse_type,weight
AVDL,DA8,chemical,2
AVDL,DVC,chemical,2
AVDL,LUAL,chemical,2
AVDL,PVCL,chemical,1
AVDL,SABD,chemical,5
AVDL,SABVL,chemical,2
AVDL,SABVR,chemical,5
AVDL,VA1,chemical,2
AVDL,VA10,chemical,2
AVDL,VA12,chemical,1
AVDL,VA3,chemical,3
AVDL,VA5,chemical,1
AVDR,ALA,chemical,1
AVDR,AS10,chemical,2
AVDR,AS11,chemical,3
AVDR,AVAL,chemical,41
AVDR,AVAR,chemical,52
AVDR,AVBL,chemical,1
AVDR,AVDL,chemical,3
AVDR,AVER,chemical,2
AVDR,AVJR,chemical,1
AVDR,DA1,chemical,5
AVDR,DA2,chemical,5
AVDR,DA3,chemical,3
AVDR,DA4,chemical,2
AVDR,DA5,chemical,3
AVDR,DA6,chemical,1
AVDR,DA8,chemical,1
AVDR,DA9,chemical,1
AVDR,DB1,chemical,1
AVDR,DB4,chemical,1
AVDR,DVC,chemical,4
AVDR,LUAL,chemical,3
AVDR,PQR,chemical,3
AVDR,PVCR,chemical,2
AVDR,SABD,chemical,1
AVDR,SABVL,chemical,5
AVDR,SABVR,chemical,1
AVDR,VA11,chemical,1
AVDR,VA2,chemical,1
AVDR,VA3,chemical,2
AVDR,VA5,chemical,3
AVDR,hyp,chemical,2
AVEL,ALML,chemical,1
AVEL,AS1,chemical,3
AVEL,AS3,chemical,2
AVEL,AVAL,chemical,17
AVEL,AVAR,chemical,3
AVEL,AVDL,chemical,5
AVEL,DA1,chemical,11
AVEL,DA2,chemical,5
AVEL,DA3,chemical,6
AVEL,DA4,chemical,1
AVEL,DB3,chemical,1
AVEL,DB4,chemical,1
AVEL,PVCL,chemical,1
AVEL,PVCR,chemical,2
AVEL,PVT,chemical,1
AVEL,RMGL,chemical,2
AVEL,SABD,chemical,18
AVEL,SABVL,chemical,16
AVEL,SABVR,chemical,12
AVEL,VA1,chemical,12
AVEL,VA3,chemical,1
AVEL,VA4,chemical,1
AVEL,VD2,chemical,1
AVEL,VD3,chemical,1
AVER,AIZR,chemical,1
AVER,AS1,chemical,6
AVER,AS2,chemical,4
AVER,AS3,chemical,1
AVER,AVAL,chemical,14
AVER,AVAR,chemical,33
AVER,AVDL,chemical,4
AVER,AVDR,chemical,4
AVER,AVEL,chemical,3
AVER,CEPDL,chemical,1
AVER,DA1,chemical,11
AVER,DA2,chemical,7
AVER,DA3,chemical,3
AVER,DB3,chemical,1
AVER,OLLL,chemical,1
AVER,RIMR,chemical,1
AVER,RMGR,chemical,1
AVER,SABD,chemical,1
AVER,SABVL,chemical,12
AVER,SABVR,chemical,11
AVER,URXR,chemical,1
AVER,VA1,chemical,5
AVER,VA2,chemical,4
AVER,VA3,chemical,1
AVER,VA4,chemical,2
AVFL,AIML,chemical,1
AVFL,AS10,chemical,1
AVFL,AVBL,chemical,4
AVFL,AVBR,chemical,1
AVFL,AVFR,chemical,12
AVFL,AVG,chemical,5
AVFL,AVHL,chemical,4
AVFL,AVHR,chemical,1
AVFL,AVJL,chemical,2
AVFL,AVL,chemical,5
AVFL,DVB,chemical,1
AVFL,HSNL,chemical,2
AVFL,HSNR,chemical,3
AVFL,MVL10,chemical,1
AVFL,MVL11,chemical,1
AVFL,MVL13,chemical,1
AVFL,MVR13,chemical,1
AVFL,PDER,chemical,1
AVFL,PVNL,chemical,1
AVFL,PVQL,chemical,1
AVFL,PVQR,chemical,1
AVFL,RIFL,chemical,1
AVFL,RIFR,chemical,1
AVFL,SMBVL,chemical,1
AVFL,VB1,chemical,2
AVFL,VB2,chemical,2
AVFL,VC1,chemical,1
AVFL,hyp,chemical,1
AVFL,int,chemical,1
AVFR,AIAL,chemical,1
AVFR,AIML,chemical,1
AVFR,ASHR,chemical,1
AVFR,AVAL,chemical,1
AVFR,AVBL,chemical,6
AVFR,AVBR,chemical,6
AVFR,AVFL,chemical,7
AVFR,AVG,chemical,1
AVFR,AVHL,chemical,3
AVFR,AVHR,chemical,3
AVFR,AVJL,chemical,5
AVFR,AVJR,chemical,1
AVFR,HSNL,chemical,4
AVFR,HSNR,chemical,3
AVFR,MVL11,chemical,1
AVFR,MVL12,chemical,1
AVFR,MVR10,chemical,1
AVFR,MVR14,chemical,2
AVFR,PVCR,chemical,1
AVFR,PVDL,chemical,1
AVFR,PVPR,chemical,1
AVFR,PVQL,chemical,2
AVFR,RMDDL,chemical,1
AVFR,RMGL,chemical,1
AVFR,VA2,chemical,1
AVFR,VD11,chemical,1
AVFR,hyp,chemical,1
AVG,AVAL,chemical,3
AVG,AVAR,chemical,3
AVG,AVBL,chemical,5
AVG,AVBR,chemical,3
AVG,AVDL,chemical,1
AVG,AVDR,chemical,3
AVG,AVEL,chemical,2
AVG,AVER,chemical,1
AVG,AVFL,chemical,3
AVG,AVG,chemical,2
AVG,AVJL,chemical,7
AVG,AVJR,chemical,3
AVG,DA8,chemical,1
AVG,DVC,chemical,2
AVG,MVL10,chemical,1
AVG,MVL11,chemical,2
AVG,MVL16,chemical,2
AVG,MVR16,chemical,2
AVG,PHAL,chemical,3
AVG,PVCL,chemical,1
AVG,PVCR,chemical,2
AVG,PVNL,chemical,2
AVG,PVNR,chemical,4
AVG,PVQR,chemical,2
AVG,PVT,chemical,2
AVG,VA6,chemical,1
AVG,VC1,chemical,2
AVG,hyp,chemical,2
AVHL,ADFR,chemical,5
AVHL,ASHR,chemical,1
AVHL,AVAR,chemical,1
AVHL,AVBL,chemical,2
AVHL,AVBR,chemical,1
AVHL,AVDL,chemical,1
AVHL,AVFL,chemical,1
AVHL,AVFR,chemical,5
AVHL,AVHR,chemical,1
AVHL,AVJL,chemical,4
AVHL,AVJR,chemical,1
AVHL,AWBR,chemical,3
AVHL,BDUR,chemical,1
AVHL,DD1,chemical,1
AVHL,PVPL,chemical,1
AVHL,PVPR,chemical,2
AVHL,PVQR,chemical,3
AVHL,RIFR,chemical,1
AVHL,RIMR,chemical,1
AVHL,RIR,chemical,2
AVHL,SABD,chemical,1
AVHL,SMBDR,chemical,4
AVHL,SMBVR,chemical,4
AVHL,VD1,chemical,1
AVHL,hyp,chemical,1
AVHR,ADLR,chemical,3
AVHR,AQR,chemical,1
AVHR,ASKR,chemical,1
AVHR,AVAL,chemical,1
AVHR,AVBL,chemical,3
AVHR,AVBR,chemical,1
AVHR,AVDR,chemical,1
AVHR,AVFL,chemical,2
AVHR,AVFR,chemical,2
AVHR,AVG,chemical,1
AVHR,AVHL,chemical,1
AVHR,AVJR,chemical,5
AVHR,AWBL,chemical,1
AVHR,DVA,chemical,1
AVHR,MVR09,chemical,1
AVHR,PVPL,chemical,9
AVHR,RIGL,chemical,1
AVHR,RIR,chemical,8
AVHR,SMBDL,chemical,3
AVHR,SMBVL,chemical,1
AVJL,AINL,chemical,1
AVJL,ASHR,chemical,1
AVJL,AVAR,chemical,1
AVJL,AVBL,chemical,5
AVJL,AVBR,chemical,6
AVJL,AVDL,chemical,1
AVJL,AVEL,chemical,1
AVJL,AVHL,chemical,3
AVJL,AVJR,chemical,1
AVJL,PVCL,chemical,5
AVJL,PVCR,chemical,1
AVJL,PVNR,chemical,4
AVJL,RIFR,chemical,1
AVJL,RIS,chemical,1
AVJL,SABD,chemical,1
AVJR,ALML,chemical,3
AVJR,AVAL,chemical,4
AVJR,AVAR,chemical,5
AVJR,AVBL,chemical,10
AVJR,AVBR,chemical,2
AVJR,AVDL,chemical,1
AVJR,AVDR,chemical,7
AVJR,AVER,chemical,3
AVJR,AVFR,chemical,1
AVJR,AVJL,chemical,1
AVJR,AVM,chemical,1
AVJR,FLPR,chemical,2
AVJR,PVCL,chemical,5
AVJR,PVCR,chemical,7
AVJR,PVQR,chemical,1
AVJR,RID,chemical,2
AVJR,SABVL,chemical,3
AVKL,AVBL,chemical,2
AVKL,AVEL,chemical,4
AVKL,AVER,chemical,2
AVKL,AVM,chemical,2
AVKL,DVA,chemical,1
AVKL,MVL11,chemical,3
AVKL,MVR06,chemical,2
AVKL,MVR11,chemical,3
AVKL,PDEL,chemical,2
AVKL,PDER,chemical,1
AVKL,RIML,chemical,3
AVKL,RIMR,chemical,2
AVKL,RIVL,chemical,5
AVKL,RMDL,chemical,1
AVKL,RMFL,chemical,2
AVKL,SAADL,chemical,1
AVKL,SAADR,chemical,3
AVKL,SIAVR,chemical,2
AVKL,SIBDR,chemical,2
AVKL,VB1,chemical,3
AVKL,hyp,chemical,8
AVKR,AVKL,chemical,3
AVKR,BDUL,chemical,3
AVKR,MVL09,chemical,2
AVKR,MVL11,chemical,1
AVKR,MVR09,chemical,1
AVKR,MVR22,chemical,3
AVKR,PVM,chemical,2
AVKR,PVPL,chemical,1
AVKR,PVQL,chemical,1
AVKR,RIGL,chemical,1
AVKR,RIML,chemical,5
AVKR,RIMR,chemical,3
AVKR,RMDL,chemical,1
AVKR,RMDR,chemical,2
AVKR,RMFL,chemical,2
AVKR,RMGL,chemical,2
AVKR,RMHR,chemical,1
AVKR,SAADL,chemical,2
AVKR,SIADL,chemical,3
AVKR,SMBDL,chemical,3
AVKR,SMDDR,chemical,3
AVKR,SMDVR,chemical,1
AVKR,hyp,chemical,2
AVL,AVEL,chemical,3
AVL,AVKR,chemical,2
AVL,DD1,chemical,4
AVL,DD6,chemical,1
AVL,DVB,chemical,1
AVL,DVC,chemical,2
AVL,HSNR,chemical,2
AVL,MVL10,chemical,5
AVL,MVL11,chemical,4
AVL,MVL12,chemical,1
AVL,MVL15,chemical,1
AVL,MVR08,chemical,4
AVL,MVR11,chemical,2
AVL,PVPR,chemical,2
AVL,PVWL,chemical,1
AVL,RIMR,chemical,2
AVL,RIS,chemical,1
AVL,SABD,chemical,9
AVL,SABVL,chemical,9
AVL,SABVR,chemical,6
AVL,VC1,chemical,2
AVL,VC2,chemical,2
AVL,VC6,chemical,1
AVL,VD12,chemical,3
AVL,hyp,chemical,2
AVL,int,chemical,4
AVM,ADER,chemical,4
AVM,AVBL,chemical,13
AVM,AVBR,chemical,9
AVM,AVDL,chemical,1
AVM,AVDR,chemical,1
AVM,AVHL,chemical,3
AVM,AVJR,chemical,1
AVM,AVKL,chemical,1
AVM,BDUL,chemical,3
AVM,BDUR,chemical,5
AVM,DA1,chemical,2
AVM,PVCL,chemical,10
AVM,PVCR,chemical,17
AVM,PVNL,chemical,4
AVM,PVNR,chemical,3
AVM,PVR,chemical,6
AVM,RID,chemical,2
AVM,SIBVL,chemical,4
AVM,VA2,chemical,1
AVM,VB3,chemical,1
AVM,hyp,chemical,1
AWAL,ADAL,chemical,2
AWAL,AFDL,chemical,7
AWAL,AIYL,chemical,3
AWAL,AIZL,chemical,23
AWAL,ASEL,chemical,7
AWAL,ASGL,chemical,1
AWAL,ASHL,chemical,2
AWAL,AWBL,chemical,9
AWAR,ADFR,chemical,9
AWAR,AFDR,chemical,23
AWAR,AIAR,chemical,3
AWAR,AIYR,chemical,8
AWAR,AIZR,chemical,25
AWAR,ASER,chemical,5
AWAR,ASGR,chemical,1
AWAR,ASIL,chemical,2
AWAR,AUAR,chemical,1
AWAR,AWBR,chemical,3
AWAR,RIFR,chemical,5
AWAR,RIGR,chemical,6
AWAR,RIR,chemical,2
AWBL,ADFL,chemical,25
AWBL,AIAL,chemical,4
AWBL,AIBR,chemical,1
AWBL,AIYL,chemical,1
AWBL,AIZL,chemical,15
AWBL,ASEL,chemical,1
AWBL,ASHL,chemical,2
AWBL,AVBL,chemical,2
AWBL,AVHR,chemical,2
AWBL,AWAL,chemical,2
AWBL,AWCL,chemical,1
AWBL,HSNL,chemical,1
AWBL,RIAL,chemical,10
AWBL,RIGL,chemical,2
AWBL,SMBDL,chemical,2
AWBL,SMBVL,chemical,3
AWBR,ADFR,chemical,7
AWBR,AIMR,chemical,1
AWBR,AIYR,chemical,1
AWBR,AIZR,chemical,8
AWBR,ASER,chemical,1
AWBR,ASGR,chemical,1
AWBR,ASHR,chemical,2
AWBR,AVBR,chemical,2
AWBR,HSNL,chemical,2
AWBR,HSNR,chemical,2
AWBR,OLQVR,chemical,1
AWBR,RIAR,chemical,3
AWBR,RIFR,chemical,1
AWBR,RIR,chemical,7
AWBR,URYVR,chemical,1
AWCL,AFDL,chemical,2
AWCL,AIAL,chemical,2
AWCL,AIAR,chemical,4
AWCL,AIBL,chemical,12
AWCL,AIBR,chemical,2
AWCL,AIYL,chemical,22
AWCL,AIZL,chemical,1
AWCL,ASER,chemical,1
AWCL,ASGR,chemical,1
AWCL,ASIL,chemical,1
AWCL,AVAL,chemical,1
AWCL,AWCR,chemical,11
AWCL,RIAL,chemical,6
AWCL,SMDVL,chemical,1
AWCR,ADFR,chemical,1
AWCR,AIAL,chemical,1
AWCR,AIAR,chemical,8
AWCR,AIBL,chemical,3
AWCR,AIBR,chemical,18
AWCR,AIYL,chemical,12
AWCR,AIYR,chemical,22
AWCR,ASEL,chemical,8
AWCR,ASER,chemical,5
AWCR,ASGR,chemical,3
AWCR,ASHR,chemical,1
AWCR,ASIL,chemical,2
AWCR,ASIR,chemical,2
AWCR,AWCL,chemical,17
AWCR,IL2L,chemical,2
AWCR,RIAL,chemical,3
AWCR,RIVL,chemical,3
BAGL,ADFR,chemical,1
BAGL,AIBL,chemical,2
BAGL,AINL,chemical,1
BAGL,AIZR,chemical,2
BAGL,AUAR,chemical,2
BAGL,AVAR,chemical,3
BAGL,AVEL,chemical,2
BAGL,AVER,chemical,7
BAGL,BAGR,chemical,1
BAGL,CEPVR,chemical,2
BAGL,CEPshVR,chemical,3
BAGL,RIAR,chemical,18
BAGL,RIBR,chemical,19
BAGL,RID,chemical,3
BAGL,RIGL,chemical,3
BAGL,RIGR,chemical,7
BAGL,RIPR,chemical,1
BAGL,RIVR,chemical,2
BAGL,URAVR,chemical,1
BAGL,URXR,chemical,1
BAGR,AIYL,chemical,3
BAGR,AQR,chemical,3
BAGR,AVAL,chemical,4
BAGR,AVEL,chemical,8
BAGR,BAGL,chemical,3
BAGR,OLQVL,chemical,2
BAGR,RIAL,chemical,18
BAGR,RIBL,chemical,22
BAGR,RIBR,chemical,1
BAGR,RIGL,chemical,10
BAGR,SMDVL,chemical,1
BDUL,ADAL,chemical,2
BDUL,ADEL,chemical,6
BDUL,ALML,chemical,1
BDUL,AVHL,chemical,2
BDUL,AVJR,chemical,2
BDUL,CEPshVL,chemical,2
BDUL,HSNL,chemical,3
BDUL,MDL05,chemical,3
BDUL,PVNL,chemical,2
BDUL,PVNR,chemical,4
BDUL,RIFL,chemical,2
BDUL,RMGL,chemical,3
BDUL,SAADL,chemical,3
BDUL,URADL,chemical,3
BDUL,hyp,chemical,2
BDUR,ADER,chemical,4
BDUR,ALMR,chemical,4
BDUR,AVAL,chemical,7
BDUR,AVBR,chemical,1
BDUR,AVHL,chemical,2
BDUR,AVJL,chemical,5
BDUR,CEPVR,chemical,1
BDUR,HSNR,chemical,8
BDUR,MDR06,chemical,1
BDUR,PVCL,chemical,3
BDUR,PVNL,chemical,11
BDUR,PVNR,chemical,5
BDUR,SDQL,chemical,2
BDUR,URADR,chemical,3
BDUR,exc_gl,chemical,2
CEPDL,AFDL,chemical,2
CEPDL,AINL,chemical,2
CEPDL,ALML,chemical,2
CEPDL,AVER,chemical,13
CEPDL,CEPDR,chemical,1
CEPDL,IL1DL,chemical,18
CEPDL,IL2DL,chemical,1
CEPDL,MDL05,chemical,2
CEPDL,OLLL,chemical,8
CEPDL,OLQDL,chemical,27
CEPDL,RIBL,chemical,3
CEPDL,RICL,chemical,11
CEPDL,RICR,chemical,8
CEPDL,RIH,chemical,1
CEPDL,RIPL,chemical,8
CEPDL,RIS,chemical,3
CEPDL,RMDDL,chemical,2
CEPDL,RMDVL,chemical,13
CEPDL,RMGL,chemical,6
CEPDL,RMHL,chemical,1
CEPDL,RMHR,chemical,8
CEPDL,SIADR,chemical,4
CEPDL,SIBDR,chemical,2
CEPDL,SMBDR,chemical,5
CEPDL,URADL,chemical,8
CEPDL,URBL,chemical,11
CEPDL,URYDL,chemical,7
CEPDR,AVEL,chemical,9
CEPDR,BDUR,chemical,5
CEPDR,CEPDR,chemical,6
CEPDR,IL1DR,chemical,15
CEPDR,IL1R,chemical,1
CEPDR,MDR03,chemical,5
CEPDR,MDR05,chemical,2
CEPDR,OLLR,chemical,13
CEPDR,OLQDR,chemical,20
CEPDR,RIBR,chemical,3
CEPDR,RICL,chemical,13
CEPDR,RICR,chemical,19
CEPDR,RIFR,chemical,2
CEPDR,RIH,chemical,4
CEPDR,RMDR,chemical,1
CEPDR,RMDVR,chemical,3
CEPDR,RMGR,chemical,1
CEPDR,RMHL,chemical,7
CEPDR,RMHR,chemical,1
CEPDR,SIBVR,chemical,1
CEPDR,SMBDL,chemical,1
CEPDR,URADR,chemical,3
CEPDR,URBR,chemical,14
CEPDR,URXR,chemical,2
CEPDR,URYDR,chemical,3
CEPVL,AVER,chemical,5
CEPVL,CEPshVL,chemical,1
CEPVL,IL1VL,chemical,9
CEPVL,MVL05,chemical,1
CEPVL,MVL07,chemical,2
CEPVL,OLLL,chemical,4
CEPVL,OLQVL,chemical,19
CEPVL,PVR,chemical,3
CEPVL,RIAL,chemical,1
CEPVL,RIBL,chemical,3
CEPVL,RICL,chemical,20
CEPVL,RICR,chemical,17
CEPVL,RIPL,chemical,4
CEPVL,RMDDL,chemical,7
CEPVL,RMDVR,chemical,8
CEPVL,RMGL,chemical,2
CEPVL,RMHL,chemical,10
CEPVL,RMHR,chemical,5
CEPVL,SIAVL,chemical,6
CEPVL,SMBVL,chemical,1
CEPVL,SMDVR,chemical,1
CEPVL,URAVL,chemical,6
CEPVL,URXL,chemical,2
CEPVL,URYVL,chemical,5
CEPVL,exc_gl,chemical,2
CEPVR,ADLR,chemical,3
CEPVR,ASGR,chemical,2
CEPVR,AVEL,chemical,13
CEPVR,CEPDR,chemical,1
CEPVR,CEPshVR,chemical,2
CEPVR,IL1VR,chemical,8
CEPVR,IL2VR,chemical,3
CEPVR,MVR03,chemical,1
CEPVR,MVR05,chemical,2
CEPVR,MVR08,chemical,2
CEPVR,OLLR,chemical,14
CEPVR,OLQVR,chemical,11
CEPVR,RIAL,chemical,1
CEPVR,RIAR,chemical,1
CEPVR,RICL,chemical,13
CEPVR,RICR,chemical,12
CEPVR,RIPR,chemical,3
CEPVR,RIVL,chemical,2
CEPVR,RMDDR,chemical,4
CEPVR,RMHR,chemical,15
CEPVR,SIAVR,chemical,7
CEPVR,SMBVR,chemical,2
CEPVR,SMDDR,chemical,2
CEPVR,URAVR,chemical,3
CEPVR,URYVR,chemical,2
DA1,AS1,chemical,13
DA1,DB1,chemical,1
DA1,DD1,chemical,12
DA1,FLPR,chemical,2
DA1,MDL06,chemical,9
DA1,MDL07,chemical,8
DA1,MDL08,chemical,3
DA1,MDR06,chemical,8
DA1,MDR07,chemical,9
DA1,VD1,chemical,13
DA1,VD2,chemical,4
DA2,AS2,chemical,1
DA2,DA3,chemical,1
DA2,DB1,chemical,1
DA2,DD1,chemical,7
DA2,MDL07,chemical,1
DA2,MDL08,chemical,5
DA2,MDL09,chemical,4
DA2,MDL10,chemical,2
DA2,MDR07,chemical,3
DA2,MDR08,chemical,6
DA2,MDR09,chemical,7
DA2,VD2,chemical,17
DA2,VD3,chemical,11
DA3,AS4,chemical,2
DA3,DA4,chemical,2
DA3,DB3,chemical,2
DA3,DD2,chemical,3
DA3,MDL09,chemical,3
DA3,MDL10,chemical,17
DA3,MDL11,chemical,12
DA3,MDR09,chemical,3
DA3,MDR10,chemical,14
DA3,MDR11,chemical,4
DA3,MDR12,chemical,2
DA3,VD3,chemical,43
DA3,VD4,chemical,13
DA4,DB2,chemical,2
DA4,DD2,chemical,4
DA4,MDL11,chemical,6
DA4,MDL12,chemical,10
DA4,MDL13,chemical,1
DA4,MDR11,chemical,5
DA4,MDR12,chemical,4
DA4,MDR13,chemical,9
DA4,VD4,chemical,11
DA4,VD5,chemical,21
DA5,DA4,chemical,1
DA5,DB4,chemical,1
DA5,DD3,chemical,12
DA5,MDL12,chemical,1
DA5,MDL13,chemical,10
DA5,MDL14,chemical,7
DA5,MDR12,chemical,2
DA5,MDR13,chemical,7
DA5,MDR14,chemical,8
DA5,VD5,chemical,1
DA5,VD6,chemical,22
DA6,DA5,chemical,1
DA6,DB5,chemical,1
DA6,DD3,chemical,7
DA6,MDL11,chemical,1
DA6,MDL12,chemical,1
DA6,MDL13,chemical,5
DA6,MDL14,chemical,4
DA6,MDL15,chemical,4
DA6,MDL16,chemical,4
DA6,MDR10,chemical,1
DA6,MDR11,chemical,1
DA6,MDR12,chemical,1
DA6,MDR13,chemical,5
DA6,MDR14,chemical,4
DA6,MDR15,chemical,4
DA6,MDR16,chemical,4
DA6,VD4,chemical,3
DA6,VD5,chemical,3
DA6,VD6,chemical,13
DA6,VD7,chemical,13
DA7,DA6,chemical,1
DA7,DB6,chemical,1
DA7,DD4,chemical,3
DA7,MDL14,chemical,3
DA7,MDL15,chemical,3
DA7,MDL16,chemical,3
DA7,MDL17,chemical,3
DA7,MDL18,chemical,4
DA7,MDL19,chemical,3
DA7,MDR14,chemical,3
DA7,MDR15,chemical,3
DA7,MDR16,chemical,3
DA7,MDR17,chemical,3
DA7,MDR18,chemical,4
DA7,MDR19,chemical,3
DA7,VD7,chemical,10
DA7,VD8,chemical,12
DA7,VD9,chemical,10
DA8,DA7,chemical,1
DA8,DB7,chemical,1
DA8,DD4,chemical,4
DA8,DD5,chemical,4
DA8,MDL16,chemical,3
DA8,MDL17,chemical,3
DA8,MDL18,chemical,3
DA8,MDL19,chemical,3
DA8,MDL20,chemical,4
DA8,MDL21,chemical,3
DA8,MDR16,chemical,3
DA8,MDR17,chemical,3
DA8,MDR18,chemical,3
DA8,MDR19,chemical,3
DA8,MDR20,chemical,4
DA8,MDR21,chemical,3
DA8,VD10,chemical,7
DA8,VD11,chemical,5
DA8,VD12,chemical,5
DA8,VD13,chemical,5
DA8,VD8,chemical,5
DA8,VD9,chemical,5
DA9,AS11,chemical,1
DA9,DA8,chemical,1
DA9,DB7,chemical,2
DA9,DD6,chemical,4
DA9,DVA,chemical,1
DA9,MDL19,chemical,3
DA9,MDL20,chemical,3
DA9,MDL21,chemical,3
DA9,MDL22,chemical,6
DA9,MDL23,chemical,3
DA9,MDL24,chemical,4
DA9,MDR19,chemical,3
DA9,MDR20,chemical,3
DA9,MDR21,chemical,3
DA9,MDR22,chemical,3
DA9,MDR23,chemical,3
DA9,MDR24,chemical,4
DA9,VA11,chemical,1
DA9,VA12,chemical,1
DA9,VD10,chemical,5
DA9,VD11,chemical,11
DA9,VD12,chemical,11
DA9,VD13,chemical,4
DA9,VD9,chemical,5
DA9,hyp,chemical,2
DB1,AS1,chemical,28
DB1,AS2,chemical,4
DB1,DA1,chemical,16
DB1,DA2,chemical,2
DB1,DD1,chemical,31
DB1,FLPR,chemical,1
DB1,MDL06,chemical,3
DB1,MDL08,chemical,3
DB1,MDL09,chemical,6
DB1,MDR08,chemical,6
DB1,MDR09,chemical,2
DB1,RID,chemical,1
DB1,VD1,chemical,18
DB1,VD2,chemical,24
DB1,VD3,chemical,2
DB1,hyp,chemical,1
DB2,AS3,chemical,3
DB2,AS4,chemical,2
DB2,DA2,chemical,3
DB2,DA3,chemical,12
DB2,DA4,chemical,1
DB2,DD1,chemical,3
DB2,DD2,chemical,16
DB2,MDL09,chemical,2
DB2,MDL10,chemical,4
DB2,MDL11,chemical,5
DB2,MDL12,chemical,1
DB2,MDR09,chemical,1
DB2,MDR10,chemical,6
DB2,MDR11,chemical,8
DB2,VD3,chemical,33
DB2,VD4,chemical,15
DB3,AS4,chemical,2
DB3,AS5,chemical,1
DB3,DA4,chemical,4
DB3,DA5,chemical,1
DB3,DD2,chemical,3
DB3,DD3,chemical,14
DB3,DD5,chemical,14
DB3,MDL11,chemical,6
DB3,MDL12,chemical,1
DB3,MDL13,chemical,3
DB3,MDL14,chemical,1
DB3,MDR11,chemical,2
DB3,MDR12,chemical,13
DB3,MDR13,chemical,1
DB3,VD4,chemical,9
DB3,VD5,chemical,24
DB3,VD6,chemical,4
DB4,AS6,chemical,2
DB4,DA5,chemical,3
DB4,DD3,chemical,9
DB4,DD4,chemical,2
DB4,DD5,chemical,9
DB4,DD6,chemical,2
DB4,MDL13,chemical,4
DB4,MDL14,chemical,1
DB4,MDL15,chemical,3
DB4,MDL16,chemical,3
DB4,MDR13,chemical,3
DB4,MDR14,chemical,5
DB4,MDR15,chemical,3
DB4,MDR16,chemical,3
DB4,VD6,chemical,14
DB5,AS7,chemical,3
DB5,AS8,chemical,2
DB5,DA6,chemical,3
DB5,DA7,chemical,12
DB5,DA8,chemical,1
DB5,MDL14,chemical,2
DB5,MDL15,chemical,2
DB5,MDL16,chemical,2
DB5,MDL17,chemical,2
DB5,MDL18,chemical,2
DB5,MDL19,chemical,2
DB5,MDR14,chemical,2
DB5,MDR15,chemical,2
DB5,MDR16,chemical,2
DB5,MDR17,chemical,2
DB5,MDR18,chemical,2
DB5,MDR19,chemical,2
DB5,VD4,chemical,3
DB5,VD5,chemical,3
DB5,VD6,chemical,13
DB5,VD7,chemical,13
DB6,AS8,chemical,2
DB6,AS9,chemical,1
DB6,DA8,chemical,4
DB6,DA9,chemical,1
DB6,MDL16,chemical,2
DB6,MDL17,chemical,2
DB6,MDL18,chemical,2
DB6,MDL19,chemical,2
DB6,MDL20,chemical,2
DB6,MDL21,chemical,2
DB6,MDR16,chemical,2
DB6,MDR17,chemical,2
DB6,MDR18,chemical,2
DB6,MDR19,chemical,2
DB6,MDR20,chemical,2
DB6,MDR21,chemical,2
DB6,VD7,chemical,10
DB6,VD8,chemical,12
DB6,VD9,chemical,10
DB7,AS10,chemical,2
DB7,AS11,chemical,2
DB7,DA9,chemical,3
DB7,DD6,chemical,1
DB7,MDL19,chemical,2
DB7,MDL20,chemical,2
DB7,MDL21,chemical,2
DB7,MDL22,chemical,2
DB7,MDL23,chemical,2
DB7,MDL24,chemical,2
DB7,MDR19,chemical,2
DB7,MDR20,chemical,2
DB7,MDR21,chemical,2
DB7,MDR22,chemical,1
DB7,MDR23,chemical,2
DB7,MDR24,chemical,2
DB7,VD10,chemical,7
DB7,VD11,chemical,5
DB7,VD12,chemical,5
DB7,VD13,chemical,1
DB7,VD8,chemical,5
DB7,VD9,chemical,5
DD1,DA2,chemical,3
DD1,MDL06,chemical,1
DD1,MDL07,chemical,4
DD1,MDL08,chemical,9
DD1,MDL09,chemical,13
DD1,MDR06,chemical,3
DD1,MDR07,chemical,2
DD1,MDR08,chemical,10
DD1,MDR09,chemical,8
DD1,MDR10,chemical,2
DD1,VD2,chemical,1
DD2,DA3,chemical,2
DD2,MDL10,chemical,4
DD2,MDL11,chemical,9
DD2,MDL12,chemical,6
DD2,MDR10,chemical,2
DD2,MDR11,chemical,10
DD2,MDR12,chemical,1
DD2,VD3,chemical,1
DD2,VD4,chemical,1
DD3,DA5,chemical,1
DD3,MDL12,chemical,4
DD3,MDL13,chemical,6
DD3,MDL14,chemical,2
DD3,MDL15,chemical,5
DD3,MDR11,chemical,1
DD3,MDR12,chemical,8
DD3,MDR13,chemical,8
DD3,MDR14,chemical,3
DD3,MDR15,chemical,5
DD3,MVL13,chemical,1
DD4,MDL16,chemical,5
DD4,MDL17,chemical,9
DD4,MDL18,chemical,5
DD4,MDR13,chemical,1
DD4,MDR14,chemical,2
DD4,MDR15,chemical,2
DD4,MDR16,chemical,5
DD4,MDR17,chemical,9
DD4,MDR18,chemical,5
DD5,MDL19,chemical,5
DD5,MDL20,chemical,9
DD5,MDL21,chemical,5
DD5,MDR19,chemical,5
DD5,MDR20,chemical,9
DD5,MDR21,chemical,5
DD6,DB7,chemical,1
DD6,MDL22,chemical,5
DD6,MDL23,chemical,9
DD6,MDL24,chemical,5
